brand,model,model_year,kilometers,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Porsche,911 Turbo,2007,118286.49,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,75499
Land,Rover Range Rover SWB,2020,46670.86,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,Yes,70000
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,111694.63,Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,29500
Lexus,IS 350 Base,2007,165762.02,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,12900
Porsche,Macan S,2015,113458.47,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,26500
Land,Rover Range Rover 5.0L Supercharged,2016,102997.76,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,36995
GMC,Savana 2500 Work Van,2018,102128.72,E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Beige,None reported,Yes,33000
Toyota,4Runner SR5,2018,51819.14,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,35500
Hyundai,Palisade SEL,2020,111828.21,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,32000
GMC,Sierra 2500 Denali,2015,138403.24,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Gray,Brown,None reported,Yes,49000
Genesis,GV70 3.5T Sport,2022,14049.54,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Alta White,Red,None reported,Unknown,48219
Dodge,Ram Van 1500,2002,112653.8,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,8000
Chevrolet,Impala 1LT,2017,112653.8,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,17900
Audi,A4 2.0T Premium Plus,2015,134251.14,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,16000
Nissan,Altima 2.5 S,2003,304165.26,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,2899
Porsche,911 Carrera 4S,2017,50694.21,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,None reported,Yes,97555
BMW,X1 xDrive 28i,2015,138026.65,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,13000
GMC,Yukon Denali,2018,149346.75,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,34000
Land,Rover Defender SE,2021,22482.48,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,Yes,75500
Porsche,911 Turbo S,2023,247.84,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,Automatic,Python Green,Black,None reported,Unknown,274900
Toyota,Land Cruiser Base,2000,426475.1,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,15500
Scion,xB Base,2011,153572.88,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,None reported,Yes,8000
Honda,S2000 Base,2001,192959.87,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Red,At least 1 accident or damage reported,Yes,18000
Mazda,CX-30 Select,2020,37275.53,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,25495
BMW,M4 Competition,2023,6356.89,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Blue,None reported,Yes,83500
Porsche,911 Carrera 4S,2006,128747.2,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Beige,None reported,Yes,43000
Ford,F-250 Lariat,2015,152298.28,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,At least 1 accident or damage reported,Yes,32500
Chevrolet,Corvette Base,2007,104607.1,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,33885
Lexus,LS 460 L,2008,160934,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11500
Toyota,Sienna XSE 25th Anniversary,2023,804.67,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Black,None reported,Yes,59500
Mercedes-Benz,AMG G 63 Base,2021,12642.98,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,China Blue,Black,None reported,Yes,425000
Audi,A4 2.0T Premium quattro,2011,291290.54,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,5500
Mercedes-Benz,GLC 300 Base 4MATIC,2018,78374.86,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,Yes,27900
Porsche,911 Turbo Cabriolet,2009,21726.09,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,130000
Toyota,86 860 Special Edition,2017,140817.25,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,20000
Jaguar,XJ8 L,2000,72420.3,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,None reported,Yes,12500
Chevrolet,Corvette Base,1996,138017,Gasoline,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,14500
Hyundai,Tucson SEL,2022,21993.24,Gasoline,2.5L I4 16V PDI DOHC,Automatic,Portofino Gray,Black,None reported,Unknown,27999
Porsche,911 Carrera S,2007,81271.67,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,56000
Lincoln,Nautilus Reserve,2021,31045.78,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black,Ebony,None reported,Unknown,44340
Ford,Mustang Boss 302,2012,2084.1,Gasoline,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,49990
Cadillac,Escalade Premium Luxury,2017,88513.7,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,49900
MINI,Cooper Base,2010,119091.16,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Yellow,Black,None reported,Yes,9650
Dodge,Durango R/T,2022,24101.48,Gasoline,5.7L V8 16V MPFI OHV,Automatic,White Knuckle Clearcoat,Black,None reported,Yes,49999
BMW,X5 xDrive35i,2018,40793.55,Gasoline,3.0L I6 24V GDI DOHC Turbo,Automatic,Imperial Blue Metallic,Black,At least 1 accident or damage reported,Unknown,33889
Chevrolet,Corvette Base,2010,37228.86,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,35000
Jaguar,XE 20d Prestige,2018,55235.77,Diesel,2.0 Liter,Automatic,Blue,Beige,None reported,Unknown,29998
Dodge,Challenger R/T,2021,64309.23,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,28500
BMW,550 i xDrive,2016,122953.58,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,31300
Ford,Explorer XLT,2022,29825.9,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,White,Ebony,None reported,Yes,38978
GMC,Yukon XL Denali,2023,12070.05,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,92888
INFINITI,QX80 SENSORY,2022,42679.7,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,64000
Land,Rover Range Rover 3.0L Supercharged,2014,95755.73,E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Automatic,Red,Black,None reported,Yes,33800
Honda,Pilot EX-L,2020,70810.96,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,34999
Pontiac,Firebird Base,2001,178636.74,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,11000
Toyota,4Runner Limited,2016,132384.31,Gasoline,4.0L V6 24V MPFI DOHC,Automatic,Nautical Blue Pearl,Black,None reported,Yes,31906
Porsche,911 Carrera Cabriolet,2006,84883.03,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,37500
BMW,i8 Base,2019,45383.39,Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,79950
Nissan,Maxima GLE,2000,312657.75,Gasoline,222.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,2300
Pontiac,Firebird Trans Am,2001,147756.72,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,12850
Chevrolet,Suburban Premier,2018,135545.05,Gasoline,5.3L V8 16V GDI OHV,Automatic,Tungsten Metallic,Jet Black,None reported,Yes,43775
BMW,X2 xDrive28i,2018,107326.88,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,24900
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,66787.61,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,39848
BMW,750 i xDrive,2014,136946.79,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,24900
Volvo,S60 T5 Premier Plus,2015,62764.26,Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,17900
Ford,F-350 Platinum,2019,180246.08,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Black,None reported,Yes,61995
Audi,A3 2.0T Premium,2016,145419.96,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15499
Ford,Explorer Limited,2020,132200.84,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Gray,Ebony,None reported,Yes,30825
Ford,Mustang GT Premium,2020,27117.38,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,41000
Honda,S2000 Base,2003,162543.34,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,28000
BMW,M235 i,2015,110642.12,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,25999
Lamborghini,Aventador S Base,2018,9427.51,Gasoline,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,491836
Dodge,Durango SLT,2004,230135.62,Gasoline,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,3200
Nissan,Armada LE,2005,245054.2,Gasoline,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,6900
Kia,Sorento S,2021,31551.11,Gasoline,2.5L I4 16V PDI DOHC,Automatic,Glacial White Pearl,Black,None reported,Unknown,33591
Chevrolet,Silverado 1500 RST,2020,30899.33,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,69999
Chevrolet,Impala Base,2004,103802.43,Gasoline,180.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,5900
Toyota,Tacoma PreRunner,2011,239791.66,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,18995
McLaren,570S Spider,2018,9524.07,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,Automatic,Silician Yellow,Jet Black,None reported,Unknown,179900
Pontiac,Firebird Trans Am,1997,215704.67,Gasoline,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,7200
Kia,Stinger GT1,2019,59909.29,Gasoline,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",Automatic,Snow White Pearl,Black,None reported,Unknown,34998
Ford,Escape SE,2017,115750.17,Gasoline,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,13700
Lamborghini,Huracan EVO Coupe,2021,9202.21,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Arancio Borealis,Nero Ade,None reported,Unknown,279991
Jeep,Wrangler Unlimited Sport,2014,196661.35,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,21500
Land,Rover Range Rover Sport HST MHEV,2020,59944.7,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Silver,Black,None reported,Yes,54500
Chevrolet,Silverado 1500 Base,1999,142828.92,Gasoline,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,6800
Ford,Fusion Hybrid Titanium,2014,180535.76,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,CVT,White,Charcoal Black,None reported,Unknown,12599
RAM,2500 SLT,2015,240000.87,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,35000
Toyota,Highlander XLE,2018,119091.16,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,27950
Ford,F-150 XLT,2019,71551.26,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,None reported,Yes,34500
GMC,Acadia SLE-2,2015,154496.64,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,17000
Dodge,Charger R/T,2014,152887.3,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,17900
Land,Rover Range Rover Sport Supercharged HSE,2016,80143.52,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Brown,None reported,Yes,37500
Ford,Mustang GT,2006,44107.18,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Red,None reported,Yes,21750
Jaguar,XK8 Base,1997,80467,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,6000
Mercedes-Benz,GLC 300 GLC 300,2021,23729.72,Gasoline,2.0 Liter Turbo,Automatic,Graphite Grey,–,None reported,Unknown,38998
Chevrolet,Corvette Stingray w/3LT,2021,4345.22,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Blue,None reported,Yes,85950
Buick,Regal Turbo - Premium 1,2012,305774.6,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,6000
Audi,A4 2.0T Premium,2014,145220.4,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,Yes,9999
Jeep,Gladiator Overland,2020,6437.36,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,50000
Land,Rover Range Rover Westminster SWB,2022,3572.73,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Blue,White,None reported,Yes,115999
GMC,Yukon XL Denali,2017,199558.16,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,32000
Ford,Ranger Lariat,2019,72682.62,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Red,–,None reported,Yes,35690
Volkswagen,Passat 2.0T SE,2020,79501.4,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,Yes,20900
Porsche,911 Carrera,2020,18114.73,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,124900
Chevrolet,Corvette Stingray w/1LT,2021,22047.96,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,75000
Land,Rover Range Rover HSE,2011,281116.29,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,9500
Lexus,RX 450h F Sport Handling,2022,2574.94,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Black,None reported,Yes,59000
Porsche,911 GT3 RS,2019,24959.25,Gasoline,4.0L H6 24V GDI DOHC,Automatic,Lizard Green,Black,None reported,Unknown,229900
Ford,Expedition Platinum,2020,112410.79,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,Automatic,Red,Ebony,None reported,Yes,48149
Toyota,Tacoma PreRunner,2008,257494.4,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,17000
Ford,Explorer Sport Trac XLT,2007,366929.52,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,3850
Mercedes-Benz,C-Class C 300 Luxury,2015,164152.68,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,17000
Cadillac,SRX Standard,2016,77248.32,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,24995
Chrysler,Town & Country Touring-L,2012,263127.09,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Beige,None reported,Yes,5949
Porsche,911 Carrera,2023,2414.01,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,149000
Ford,F-350 Lariat,2018,106668.66,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Gray,Black,None reported,Yes,63500
Ford,F-150 XL,2014,43934.98,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,21500
Mazda,CX-30 Base,2020,31090.84,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,24899
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,53005.22,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,90000
BMW,M4 Base,2017,49004.4,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,52999
Jeep,Wrangler Sport,2017,61476.79,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,–,None reported,Yes,29500
Jeep,Wrangler Sport,2020,42349.78,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black Clearcoat,Black,None reported,Yes,31871
Chevrolet,Silverado 1500 LS,2003,177027.4,Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,Yes,8900
MINI,Hardtop Cooper,2014,31704,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,13500
Honda,Element EX,2008,308993.28,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,11000
Porsche,911 Carrera 4S,2017,41842.84,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,None reported,Yes,116911
Subaru,Impreza Outback Sport Wagon,2008,158219.04,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,7495
Cadillac,XT5 Premium Luxury,2021,107021.11,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,28500
Nissan,Kicks S,2022,31988.85,Gasoline,1.6L I4 16V MPFI DOHC,CVT,Super Black,Charcoal,None reported,Unknown,18999
Kia,Seltos S,2021,25910.37,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,25500
GMC,Yukon SLE,2016,134956.03,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,27633
Mercedes-Benz,GLE 350 Base 4MATIC,2020,38797.97,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,56000
Ford,Explorer XLT,2020,68572.37,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Magnetic Metallic,Ebony,At least 1 accident or damage reported,Yes,32107
Subaru,Impreza 2.0i Premium,2017,257494.4,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7750
INFINITI,QX80 Base,2017,195575.04,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,28500
Kia,Telluride S,2023,10336.79,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,42500
Pontiac,Solstice Base,2007,100277.98,Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,12900
Mazda,Mazda6 Carbon Edition,2021,34510.69,Gasoline,2.5L I4 16V,Automatic,Polymetal Gray Metallic,Red,None reported,Yes,29995
Ford,Transit-350 Base,2015,180246.08,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,29500
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,96560.4,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,None reported,Yes,16500
Dodge,Dart SE,2013,246631.36,Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,4399
Jeep,Wrangler Unlimited Sahara,2019,91732.38,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,39900
Chevrolet,Tahoe LTZ,2011,225952.95,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,16000
Ford,F-150 Tremor,2023,8851.37,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,70000
Chevrolet,Corvette Stingray w/2LT,2022,3234.77,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,None reported,Yes,89000
Audi,A4 2.0T Premium,2013,155784.11,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,11000
Cadillac,CTS Performance,2014,56307.59,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,21500
Nissan,Frontier SV,2012,105814.1,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,15995
Chevrolet,Silverado 1500 LTZ,2019,91175.55,Gasoline,6.2L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,None reported,Yes,43860
Lincoln,MKT Base,2016,225629.47,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,10500
Chevrolet,Cruze LT Automatic,2016,197902.15,Gasoline,1.4L I4 16V GDI DOHC Turbo,Automatic,Kinetic Blue,Jet Black,At least 1 accident or damage reported,Yes,12999
Nissan,Xterra S,2008,365336.27,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,3850
Ford,F-150 Lariat SuperCrew,2004,436131.14,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,9500
Porsche,911 Turbo,2022,22208.89,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,None reported,Yes,234000
Dodge,Ram 2500 Quad Cab,2001,275324.28,Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Silver,Gray,None reported,Yes,27500
Chevrolet,Colorado ZR2,2021,40096.71,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Satin Steel Metallic,Jet Black,None reported,Unknown,44791
Nissan,Kicks S,2022,25068.69,Gasoline,1.6L I4 16V MPFI DOHC,CVT,Electric Blue Metallic,Charcoal,None reported,Unknown,19599
Audi,S4 3.0T Premium Plus,2014,164748.14,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,21373
Lamborghini,Gallardo LP570-4 Superleggera,2011,25749.44,Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Automatic,Yellow,Black,None reported,Yes,229000
Mercedes-Benz,C-Class C 250 Luxury,2012,196339.48,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,15000
FIAT,500X Trekking Plus,2016,78052.99,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Yellow,Brown,None reported,Yes,15999
Ford,F-150 XLT,2018,86099.69,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,31500
